389	619999	20130101	20201231
390	610003	20130101	20201231
391	610009	20130101	20201231
392	610008	20130101	20201231
393	610001	20130101	20201231
394	610005	20130101	20201231
395	610010	20130101	20201231
396	610006	20130101	20201231
397	630008	20130101	20201231
398	630004	20130101	20201231
399	630003	20130101	20201231
400	630005	20130101	20201231
401	630002	20130101	20201231
402	630006	20130101	20201231
403	639999	20130101	20201231
404	630001	20130101	20201231
405	630007	20130101	20201231
406	230002	20130101	20201231
407	230005	20130101	20201231
408	230001	20130101	20201231
409	230007	20130101	20201231
410	230006	20130101	20201231
411	239999	20130101	20201231
412	230012	20130101	20201231
413	230010	20130101	20201231
414	230003	20130101	20201231
415	230008	20130101	20201231
416	230009	20130101	20201231
417	230013	20130101	20201231
418	230011	20130101	20201231
419	230004	20130101	20201231
129	370001	20130101	20201231
232	130011	20130101	20201231
238	130001	20130101	20201231
245	410018	20130101	20201231
252	410016	20130101	20201231
258	410009	20130101	20201231
366	520004	20130101	20201231
373	210005	20130101	20201231
380	219999	20130101	20201231
387	610007	20130101	20201231
15	113	20130101	20201231
22	105	20130101	20201231
28	110	20130101	20201231
9	90	20130101	20201231
30	107	20130101	20201231
5	71	20130101	20201231
13	106	20130101	20201231
24	101	20130101	20201231
34	530015	20130101	20201231
41	530009	20130101	20201231
48	530002	20130101	20201231
56	150011	20130101	20201231
64	220003	20130101	20201231
72	220005	20130101	20201231
79	510020	20130101	20201231
86	510003	20130101	20201231
94	510013	20130101	20201231
101	640005	20130101	20201231
109	340012	20130101	20201231
116	340013	20130101	20201231
124	370002	20130101	20201231
136	370010	20130101	20201231
143	149999	20130101	20201231
152	440003	20130101	20201231
159	440014	20130101	20201231
167	440019	20130101	20201231
174	450013	20130101	20201231
182	450006	20130101	20201231
189	650006	20130101	20201231
197	650001	20130101	20201231
205	320004	20130101	20201231
213	320013	20130101	20201231
220	360006	20130101	20201231
228	360005	20130101	20201231
236	130004	20130101	20201231
246	410007	20130101	20201231
254	410008	20130101	20201231
264	330008	20130101	20201231
272	339999	20130101	20201231
280	460017	20130101	20201231
288	460012	20130101	20201231
295	420015	20130101	20201231
303	420017	20130101	20201231
313	430012	20130101	20201231
320	430005	20130101	20201231
328	620010	20130101	20201231
335	620002	20130101	20201231
343	359999	20130101	20201231
351	350005	20130101	20201231
358	540002	20130101	20201231
367	520003	20130101	20201231
376	210011	20130101	20201231
384	210007	20130101	20201231
1	99	20130101	20201231
2	31	20130101	20201231
3	98	20130101	20201231
4	11	20130101	20201231
6	12	20130101	20201231
7	82	20130101	20201231
8	50	20130101	20201231
10	81	20130101	20201231
11	124	20130101	20201231
12	120	20130101	20201231
14	117	20130101	20201231
16	114	20130101	20201231
17	111	20130101	20201231
18	121	20130101	20201231
19	119	20130101	20201231
20	104	20130101	20201231
21	112	20130101	20201231
23	102	20130101	20201231
25	103	20130101	20201231
26	116	20130101	20201231
27	109	20130101	20201231
29	118	20130101	20201231
31	108	20130101	20201231
32	115	20130101	20201231
33	999	20130101	20201231
35	530011	20130101	20201231
36	530004	20130101	20201231
37	530010	20130101	20201231
38	530016	20130101	20201231
39	530006	20130101	20201231
40	530001	20130101	20201231
42	530008	20130101	20201231
43	530012	20130101	20201231
44	530013	20130101	20201231
45	530007	20130101	20201231
46	530005	20130101	20201231
47	530014	20130101	20201231
49	539999	20130101	20201231
50	530003	20130101	20201231
51	150006	20130101	20201231
52	150004	20130101	20201231
53	150002	20130101	20201231
54	150009	20130101	20201231
55	150003	20130101	20201231
57	150012	20130101	20201231
58	159999	20130101	20201231
59	150010	20130101	20201231
60	150005	20130101	20201231
61	150007	20130101	20201231
62	150008	20130101	20201231
63	150001	20130101	20201231
65	220009	20130101	20201231
66	220008	20130101	20201231
67	229999	20130101	20201231
68	220004	20130101	20201231
69	220002	20130101	20201231
70	220007	20130101	20201231
71	220006	20130101	20201231
73	220001	20130101	20201231
74	510021	20130101	20201231
75	510006	20130101	20201231
76	510001	20130101	20201231
77	510017	20130101	20201231
78	510009	20130101	20201231
80	510012	20130101	20201231
81	510004	20130101	20201231
82	510011	20130101	20201231
83	510014	20130101	20201231
84	510008	20130101	20201231
85	510019	20130101	20201231
87	510007	20130101	20201231
88	510010	20130101	20201231
89	510016	20130101	20201231
90	519999	20130101	20201231
91	510005	20130101	20201231
92	510018	20130101	20201231
93	510002	20130101	20201231
95	510015	20130101	20201231
96	640004	20130101	20201231
97	649999	20130101	20201231
98	640001	20130101	20201231
99	640003	20130101	20201231
100	640002	20130101	20201231
102	349999	20130101	20201231
103	340015	20130101	20201231
104	340016	20130101	20201231
105	340009	20130101	20201231
106	340006	20130101	20201231
107	340004	20130101	20201231
108	340001	20130101	20201231
110	340002	20130101	20201231
111	340011	20130101	20201231
112	340007	20130101	20201231
113	340003	20130101	20201231
114	340010	20130101	20201231
115	340014	20130101	20201231
117	340017	20130101	20201231
118	340008	20130101	20201231
119	340005	20130101	20201231
120	370011	20130101	20201231
121	370003	20130101	20201231
122	370008	20130101	20201231
123	370013	20130101	20201231
125	370015	20130101	20201231
126	370017	20130101	20201231
127	370009	20130101	20201231
128	370005	20130101	20201231
130	370014	20130101	20201231
131	379999	20130101	20201231
132	370012	20130101	20201231
133	370016	20130101	20201231
134	370006	20130101	20201231
135	370004	20130101	20201231
137	370007	20130101	20201231
138	140001	20130101	20201231
139	140008	20130101	20201231
140	140004	20130101	20201231
141	140005	20130101	20201231
142	140011	20130101	20201231
144	140009	20130101	20201231
145	140006	20130101	20201231
146	140003	20130101	20201231
147	140010	20130101	20201231
148	140007	20130101	20201231
149	140002	20130101	20201231
150	440008	20130101	20201231
151	440004	20130101	20201231
153	449999	20130101	20201231
154	440001	20130101	20201231
155	440021	20130101	20201231
156	440005	20130101	20201231
157	440006	20130101	20201231
158	440015	20130101	20201231
160	440016	20130101	20201231
161	440017	20130101	20201231
162	440012	20130101	20201231
163	440020	20130101	20201231
164	440011	20130101	20201231
165	440002	20130101	20201231
166	440009	20130101	20201231
168	440010	20130101	20201231
169	440018	20130101	20201231
170	440013	20130101	20201231
171	440007	20130101	20201231
172	450011	20130101	20201231
173	450008	20130101	20201231
175	450010	20130101	20201231
176	459999	20130101	20201231
177	450003	20130101	20201231
178	450004	20130101	20201231
179	450007	20130101	20201231
180	450002	20130101	20201231
181	450014	20130101	20201231
183	450001	20130101	20201231
184	450009	20130101	20201231
185	450012	20130101	20201231
186	450005	20130101	20201231
187	650007	20130101	20201231
188	650011	20130101	20201231
190	650009	20130101	20201231
191	650003	20130101	20201231
192	650005	20130101	20201231
193	650014	20130101	20201231
194	650012	20130101	20201231
195	650010	20130101	20201231
196	650015	20130101	20201231
198	650013	20130101	20201231
199	650004	20130101	20201231
200	650002	20130101	20201231
201	659999	20130101	20201231
202	650008	20130101	20201231
203	650016	20130101	20201231
204	320008	20130101	20201231
206	329999	20130101	20201231
207	320003	20130101	20201231
208	320001	20130101	20201231
209	320010	20130101	20201231
210	320002	20130101	20201231
211	320011	20130101	20201231
212	320009	20130101	20201231
214	320007	20130101	20201231
215	320006	20130101	20201231
216	320005	20130101	20201231
