217	320012	20130101	20201231
218	360008	20130101	20201231
219	360010	20130101	20201231
221	369999	20130101	20201231
222	360002	20130101	20201231
223	360011	20130101	20201231
224	360001	20130101	20201231
225	360003	20130101	20201231
226	360009	20130101	20201231
227	360004	20130101	20201231
229	360007	20130101	20201231
230	130002	20130101	20201231
231	130010	20130101	20201231
233	130003	20130101	20201231
234	139999	20130101	20201231
235	130009	20130101	20201231
237	130007	20130101	20201231
239	130005	20130101	20201231
240	130008	20130101	20201231
241	130006	20130101	20201231
242	410013	20130101	20201231
243	419999	20130101	20201231
244	410011	20130101	20201231
247	410006	20130101	20201231
248	410014	20130101	20201231
249	410015	20130101	20201231
250	410004	20130101	20201231
251	410001	20130101	20201231
253	410002	20130101	20201231
255	410019	20130101	20201231
256	410005	20130101	20201231
257	410012	20130101	20201231
259	410003	20130101	20201231
260	410017	20130101	20201231
261	410010	20130101	20201231
262	330001	20130101	20201231
263	330010	20130101	20201231
265	330003	20130101	20201231
266	330002	20130101	20201231
267	330007	20130101	20201231
268	330006	20130101	20201231
269	330009	20130101	20201231
270	330005	20130101	20201231
271	330004	20130101	20201231
273	330011	20130101	20201231
274	460015	20130101	20201231
275	460011	20130101	20201231
276	460016	20130101	20201231
277	460010	20130101	20201231
278	460002	20130101	20201231
279	460006	20130101	20201231
281	460001	20130101	20201231
282	469999	20130101	20201231
283	460013	20130101	20201231
284	460014	20130101	20201231
285	460008	20130101	20201231
286	460005	20130101	20201231
287	460019	20130101	20201231
289	460018	20130101	20201231
290	460020	20130101	20201231
291	460007	20130101	20201231
292	460004	20130101	20201231
293	460003	20130101	20201231
294	460009	20130101	20201231
296	420008	20130101	20201231
297	429999	20130101	20201231
298	420003	20130101	20201231
299	420009	20130101	20201231
300	420010	20130101	20201231
301	420011	20130101	20201231
302	420006	20130101	20201231
304	420005	20130101	20201231
305	420014	20130101	20201231
306	420012	20130101	20201231
307	420001	20130101	20201231
308	420013	20130101	20201231
309	420016	20130101	20201231
310	420004	20130101	20201231
311	420002	20130101	20201231
312	420007	20130101	20201231
314	430007	20130101	20201231
315	430003	20130101	20201231
316	439999	20130101	20201231
317	430011	20130101	20201231
318	430010	20130101	20201231
319	430014	20130101	20201231
321	430008	20130101	20201231
322	430006	20130101	20201231
323	430013	20130101	20201231
324	430002	20130101	20201231
325	430009	20130101	20201231
326	430001	20130101	20201231
327	430004	20130101	20201231
329	620008	20130101	20201231
330	620014	20130101	20201231
331	629999	20130101	20201231
332	620012	20130101	20201231
333	620011	20130101	20201231
334	620006	20130101	20201231
336	620009	20130101	20201231
337	620013	20130101	20201231
338	620007	20130101	20201231
339	620003	20130101	20201231
340	620001	20130101	20201231
341	620004	20130101	20201231
342	620005	20130101	20201231
344	350001	20130101	20201231
345	350004	20130101	20201231
346	350006	20130101	20201231
347	350002	20130101	20201231
348	350003	20130101	20201231
349	350008	20130101	20201231
350	350007	20130101	20201231
352	350009	20130101	20201231
353	540007	20130101	20201231
354	540005	20130101	20201231
355	540001	20130101	20201231
356	540004	20130101	20201231
357	540006	20130101	20201231
359	540003	20130101	20201231
360	549999	20130101	20201231
361	520002	20130101	20201231
362	520006	20130101	20201231
363	520001	20130101	20201231
364	529999	20130101	20201231
365	520008	20130101	20201231
368	520005	20130101	20201231
369	520007	20130101	20201231
370	520009	20130101	20201231
371	210004	20130101	20201231
372	210009	20130101	20201231
374	210002	20130101	20201231
375	210008	20130101	20201231
377	210012	20130101	20201231
378	210014	20130101	20201231
379	210006	20130101	20201231
381	210013	20130101	20201231
382	210003	20130101	20201231
383	210001	20130101	20201231
385	210010	20130101	20201231
386	610002	20130101	20201231
388	610004	20130101	20201231
